Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10860802,438
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),2797676,8351
* Adore,71320334,22770
* All My Love,38952763,9069
* All My Love (Remix),83382143,11387
* All My Love - French Version,746278,99
* Arturo Sandoval,3947478,1194
* Bang Bang,1655314566,470693
* Bang Bang - 3LAU Extended Mix,110905,5
* Bang Bang - 3LAU Remix,24474574,2234
* Bang Bang - A Cappella,201482,368
* Bang Bang - Dada Life Remix,6433790,178
* Bang Bang - Imanos & Gramercy Remix,3257397,378
* Bang Bang - Kat Krazy Extended Mix,177315,4
* Bang Bang - Kat Krazy Remix,2471108,107
* Bang Bang - Super Stylers Remix,1510181,111
* Bang Bang - iLL BLU Mix Radio Edit,112845,2
* Bed (feat. Ariana Grande),322750993,32613
* Dance To This (feat. Ariana Grande),330191520,53218
* Dancing Through Life,93560462,49755
* Dear Old Shiz,34911617,12915
* Defying Gravity,204443985,127872
* Defying Gravity - Edit,22005768,23439
* Die For You (with Ariana Grande) - Remix,1267496988,530296
"* E più ti penso - From ""Once Upon A Time In America""",31351431,3635
* Every Day More Wicked,11093207,23406
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",117652111,25386
* For Good,34624223,104772
* For Good - Edit,897402,6660
* For Good - Live from the Gershwin Theatre,10956348,21463
* For Good - Sing-Along,137311,431
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,3884958,7924
* Get On Your Knees,99130005,12327
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),63714732,22601
* Good as Hell (feat. Ariana Grande) - Remix,468120976,43149
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146920262,9587
* Hotel Rock Bottom (feat. Ariana Grande),2650766,2091
* I Don't Do Drugs (feat. Ariana Grande),233584003,56290
* I Don't Know Why (I Just Do),3760227,4286
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21478053,1019
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18553160,6150
"* Mama, I'm a Big Girl Now",15918820,2695
* Met Him Last Night,148147930,24726
* Met Him Last Night - Dave Audé Remix,10502477,1050
* My Favorite Part,436162234,149125
* No One Mourns the Wicked,86467358,43193
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),135221866,3840
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1806685,1147
* One Short Day,47321974,20620
* Over And Over Again - Elephante Uptempo Radio Version,4901361,328
* Popular Song (MIKA & Ariana Grande),151353060,31421
* Quit,272274700,41586
* Rain On Me (with Ariana Grande),1219346483,212736
* Rain On Me (with Ariana Grande) - Arca Remix,5882463,939
* Rain On Me - Purple Disco Machine Remix,3675853,749
* Rain On Me - Purple Disco Machine Remix - Edit,33885096,5910
* Rain On Me - Ralphi Rosario Remix,1409683,272
* Rain On Me - Ralphi Rosario Remix - Edit,2165809,540
* Research,38387569,8462
* Rule The World,63963288,10665
"* Santa, Can't You Hear Me",288418931,9479
"* Santa, Can't You Hear Me - Live",13868403,1933
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2132152159,1076951
"* Still Hurting - From ""The Last Five Years""",3583452,2243
* Sympathy is a knife featuring ariana grande,99127433,60225
* The Wizard And I - Live,7060127,1684
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1642849,1942
* Without Love,5088602,775
* Wonderful,12753170,38546
* You Can't Stop the Beat,10650972,1265
* You Don't Own Me (Feat. Ariana Grande),10431628,3018
34+35,1155062911,291024
34+35 - live from Vevo,568084,2511
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",289326951,53358
7 rings,2747639538,846298
7 rings (feat. 2 Chainz) - Remix,28798780,4605
7 rings - live,14904213,4040
A Little More Homework (feat. Graham Phillips) - Single Version,3010230,185
Almost Is Never Enough (with Nathan Sykes),375051848,134847
Almost Is Never Enough - Soundtrack Version,8909085,760
Baby I,168478994,50807
Baby I - Cosmic Dawn Radio Edit,220920,23
Baby I - Live from London,7582765,4036
Bad Decisions,118694777,26449
Bad To You (with Normani & Nicki Minaj),73557583,5835
Be Alright,326644494,53306
Be My Baby,138765310,69910
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",308511248,53855
Best Mistake,267008937,79865
Better Left Unsaid,36672036,9277
Brand New You (feat. Brynn Williams & Caitlin Gann),4630673,637
Break Free,1173240630,637030
Break Free - A Cappella,180804,587
Break Free - Zedd's Extended Mix,879622,2673
Break Your Heart Right Back,94478292,15008
Cadillac Song,4564103,4344
Come So Far (Got So Far to Go),5609348,427
Dangerous Woman,1542950667,688303
Daydreamin',232823952,78231
Daydreamin' - Live from London,8226423,3722
December,99351740,12424
Don't Call Me Angel (Charlie's Angels) (with Miley Cyrus & Lana Del Rey),419592216,60663
Everyday,735134726,416006
Focus,353880765,78464
God is a woman,1244136343,363674
Got Her Own (with Victoria Monét),18525708,3806
Greedy,343513597,139337
Hampstead,92600171,166987
Hampstead - a cappella,1341244,2417
Hampstead - instrumental,215299,546
Hands On Me,63029961,21410
Honeymoon Avenue,224530209,105025
Honeymoon Avenue - Live from London,13932097,6817
How I Look On You,40689757,10792
I Don't Care,68027798,12437
I'm Not That Girl (Reprise),8331638,15982
Into You,1890702310,1126307
Into You - 3LAU Remix,67811363,11254
Into You - Alex Ghenea Remix,19796054,4942
Intro,41594458,10564
Jason's Song (Gave It Away),37467483,11558
Just A Little Bit Of Your Heart,198376428,30531
Just Look Up (From Don't Look Up),85266165,7674
Knew Better / Forever Boy,113242710,26126
Last Christmas,325889630,14545
Leave Me Lonely,124179554,29319
Let Me Love You,534496704,331625
Love Is Everything,33327996,1343
Love Me Harder,1306244364,1138146
Love Me Harder - A Cappella,256386,886
Love Me Harder - Alex Ghenea Remix,556038,73
Love Me Harder - Gregor Salto Amsterdam Mix,120417,8
Love Me Harder - Instrumental,248907,1220
Lovin' It,44333223,9962
MONOPOLY (with Victoria Monét),202499159,24094
Moonlight,256151823,80577
My Everything,218581100,71157
NASA,345144992,53015
Nobody (with Chaka Khan),10076261,1537
Not Just On Christmas,40840265,2266
One Last Time,2011596398,897352
One Last Time (Attends-Moi),12366333,4802
One Last Time - A Cappella,567140,1188
One Last Time - Gazzo Remix,532789,64
One Last Time - Instrumental,119112,271
Only 1,73918689,23987
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1422655,1886
Piano,78683413,12078
Popular,159058454,95906
Popular - Edit,5622803,3279
Popular - Live from the Dolby Theatre,902903,1225
Problem,1087263210,483289
Problem - A Cappella,1483829,1403
Problem - Dave Aude Twerk Edit,133948,12
Problem - Dawin Remix,9731292,1261
Problem - Kassiano Remix,1860862,51
