Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10778144,18417
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),2084832,27329
* Adore,70415953,28466
* All My Love,38408527,8109
* All My Love (Remix),82770812,9585
* All My Love - French Version,740927,80
* Arturo Sandoval,3874905,1385
* Bang Bang,1628833569,450547
* Bang Bang - 3LAU Extended Mix,110735,3
* Bang Bang - 3LAU Remix,24365148,1624
* Bang Bang - A Cappella,187616,238
* Bang Bang - Dada Life Remix,6423551,156
* Bang Bang - Imanos & Gramercy Remix,3239911,276
* Bang Bang - Kat Krazy Extended Mix,177075,5
* Bang Bang - Kat Krazy Remix,2464955,84
* Bang Bang - Super Stylers Remix,1504002,100
* Bang Bang - iLL BLU Mix Radio Edit,112684,2
* Bed (feat. Ariana Grande),320864346,31028
* Dance To This (feat. Ariana Grande),327283728,48593
* Dancing Through Life,89945159,90636
* Dear Old Shiz,33897840,29247
* Defying Gravity,195889095,217491
* Defying Gravity - Edit,20114828,42178
* Die For You (with Ariana Grande) - Remix,1241343175,442198
"* E più ti penso - From ""Once Upon A Time In America""",31178043,3484
* Every Day More Wicked,8906762,66589
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",116212638,25566
* For Good,25675924,241444
* For Good - Edit,331665,7816
* For Good - Live from the Gershwin Theatre,9242169,93230
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,3229979,17000
* Get On Your Knees,98462065,11052
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),62556943,17613
* Good as Hell (feat. Ariana Grande) - Remix,465932175,35407
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146415075,8095
* Hotel Rock Bottom (feat. Ariana Grande),2532945,1773
* I Don't Do Drugs (feat. Ariana Grande),230614103,48355
* I Don't Know Why (I Just Do),3495339,4945
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21370054,13155
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18196359,5690
"* Mama, I'm a Big Girl Now",15776664,2043
* Met Him Last Night,146821178,21091
* Met Him Last Night - Dave Audé Remix,10439838,950
* My Favorite Part,429372859,95823
* No One Mourns the Wicked,83245613,87800
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),134302676,363968
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1752194,1194
* One Short Day,45789687,40491
* Over And Over Again - Elephante Uptempo Radio Version,4889025,258
* Popular Song,149599617,33517
* Quit,270648531,48189
* Rain On Me (with Ariana Grande),1208212381,190118
* Rain On Me (with Ariana Grande) - Arca Remix,5834651,704
* Rain On Me - Purple Disco Machine Remix,3636910,652
* Rain On Me - Purple Disco Machine Remix - Edit,33562414,6074
* Rain On Me - Ralphi Rosario Remix,1396422,255
* Rain On Me - Ralphi Rosario Remix - Edit,2134624,597
* Research,37894793,9577
* Rule The World,63391676,10581
"* Santa, Can't You Hear Me",285327676,751619
"* Santa, Can't You Hear Me - Live",13631023,32992
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2072009672,1031309
"* Still Hurting - From ""The Last Five Years""",3443926,3111
* Sympathy is a knife featuring ariana grande,96028374,53737
* The Wizard And I - Live,6920125,4041
