Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,9967421,22982
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),1383756,94370
* Adore,69846631,32471
* All My Love,38232894,8373
* All My Love (Remix),82584224,8210
* All My Love - French Version,739307,77
* Arturo Sandoval,3844179,1314
* Bang Bang,1619728121,493357
* Bang Bang - 3LAU Extended Mix,110696,0
* Bang Bang - 3LAU Remix,24328437,2057
* Bang Bang - A Cappella,181863,372
* Bang Bang - Dada Life Remix,6420150,236
* Bang Bang - Imanos & Gramercy Remix,3234029,351
* Bang Bang - Kat Krazy Extended Mix,176971,4
* Bang Bang - Kat Krazy Remix,2462939,89
* Bang Bang - Super Stylers Remix,1501701,126
* Bang Bang - iLL BLU Mix Radio Edit,112635,1941
* Bed (feat. Ariana Grande),320126069,34786
* Dance To This (feat. Ariana Grande),326177322,53365
* Dancing Through Life,87662660,163445
* Dear Old Shiz,33203918,52656
* Defying Gravity,190688313,334086
* Defying Gravity - Edit,18813446,108938
* Die For You (with Ariana Grande) - Remix,1232070762,505531
"* E più ti penso - From ""Once Upon A Time In America""",31104919,3928
* Every Day More Wicked,7056239,149082
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",115762057,22845
* For Good,18479155,565857
* For Good - Live from the Gershwin Theatre,7886765,98673
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,2743208,37634
* Get On Your Knees,98208980,12076
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),62181301,17594
* Good as Hell (feat. Ariana Grande) - Remix,465216504,41172
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146255480,7553
* Hotel Rock Bottom (feat. Ariana Grande),2490473,2863
* I Don't Do Drugs (feat. Ariana Grande),229519379,52823
* I Don't Know Why (I Just Do),3386317,7520
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),20626719,23938
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18084405,6264
"* Mama, I'm a Big Girl Now",15728827,2386
* Met Him Last Night,146386364,24071
* Met Him Last Night - Dave Audé Remix,10419125,1015
* My Favorite Part,427269054,121671
* No One Mourns the Wicked,81104021,152002
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),124374170,388348
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1717021,1740
* One Short Day,44809845,71489
* Over And Over Again - Elephante Uptempo Radio Version,4884106,335
* Popular Song,148886299,40388
* Quit,269684741,47174
* Rain On Me (with Ariana Grande),1204459137,203082
* Rain On Me (with Ariana Grande) - Arca Remix,5818168,743
* Rain On Me - Purple Disco Machine Remix,3624510,603
* Rain On Me - Purple Disco Machine Remix - Edit,33444043,5521
* Rain On Me - Ralphi Rosario Remix,1391523,239
* Rain On Me - Ralphi Rosario Remix - Edit,2123488,570
* Research,37700592,9426
* Rule The World,63207262,8391
"* Santa, Can't You Hear Me",239784377,1600603
"* Santa, Can't You Hear Me - Live",12180684,61306
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2051874468,1034274
"* Still Hurting - From ""The Last Five Years""",3375686,4050
* Sympathy is a knife featuring ariana grande,94880339,68381
* The Wizard And I - Live,6833518,5188
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1362835,11328
* Without Love,5036795,668
* Wonderful,7128671,188674
* You Can't Stop the Beat,10561164,1163
* You Don't Own Me (Feat. Ariana Grande),10217821,4958
34+35,1133402648,308220
34+35 - live from Vevo,355460,3833
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",285559917,50644
7 rings,2683586986,885979
7 rings (feat. 2 Chainz) - Remix,28405491,5319
7 rings - live,14568891,4220
A Little More Homework (feat. Graham Phillips) - Single Version,2994746,220
Almost Is Never Enough,366230901,127561
Almost Is Never Enough - Soundtrack Version,8854274,508
Baby I,164788356,59089
Baby I - Cosmic Dawn Radio Edit,218169,41
Baby I - Live from London,7311696,4462
Bad Decisions,116798559,26185
Bad To You (with Normani & Nicki Minaj),73137656,5035
Be Alright,322794004,55302
Be My Baby,133504985,81423
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",304714732,59287
Best Mistake,261629806,71489
Better Left Unsaid,35993177,10408
Brand New You (feat. Brynn Williams & Caitlin Gann),4585578,1009
Break Free,1130822113,510931
Break Free - A Cappella,157519,321
Break Free - Zedd's Extended Mix,691709,1164
Break Your Heart Right Back,93406829,16066
Cadillac Song,4273765,3998
Come So Far (Got So Far to Go),5575058,491
Dangerous Woman,1493531151,699708
Daydreamin',226913649,97289
Daydreamin' - Live from London,7950348,4150
December,93774524,180216
Don't Call Me Angel (Charlie's Angels) (with Miley Cyrus & Lana Del Rey),415337649,54243
Everyday,704307949,439355
Focus,348957496,77239
God is a woman,1217938214,351929
Got Her Own (with Victoria Monét),18297885,2709
Greedy,333599074,141771
Hampstead,79462430,173426
Hampstead - a cappella,1157308,3169
Hampstead - instrumental,175515,686
Hands On Me,61361088,23947
Honeymoon Avenue,217545627,111416
Honeymoon Avenue - Live from London,13450489,7186
How I Look On You,39910713,8934
I Don't Care,67091251,13456
I'm Not That Girl (Reprise),5406606,115265
Into You,1810176599,1046847
Into You - 3LAU Remix,66977144,11232
Into You - Alex Ghenea Remix,19434651,5393
Intro,40803905,37375
Jason's Song (Gave It Away),36608593,12471
Just A Little Bit Of Your Heart,196155890,34107
Just Look Up (From Don't Look Up),84679240,8135
Knew Better / Forever Boy,111441042,27040
Last Christmas,298305059,935236
