Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10434728,41559
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),1880151,40379
* Adore,69846631,32471
* All My Love,38360307,8461
* All My Love (Remix),82717274,10216
* All My Love - French Version,740449,79
* Arturo Sandoval,3866184,1392
* Bang Bang,1626089608,447873
* Bang Bang - 3LAU Extended Mix,110730,3
* Bang Bang - 3LAU Remix,24355328,1535
* Bang Bang - A Cappella,186086,246
* Bang Bang - Dada Life Remix,6422614,128
* Bang Bang - Imanos & Gramercy Remix,3238222,275
* Bang Bang - Kat Krazy Extended Mix,177045,5
* Bang Bang - Kat Krazy Remix,2464439,98
* Bang Bang - Super Stylers Remix,1503368,145
* Bang Bang - iLL BLU Mix Radio Edit,112672,3
* Bed (feat. Ariana Grande),320661383,38607
* Dance To This (feat. Ariana Grande),326881703,60542
* Dancing Through Life,89395115,102542
* Dear Old Shiz,33726609,29973
* Defying Gravity,194539591,236028
* Defying Gravity - Edit,19849001,62820
* Die For You (with Ariana Grande) - Remix,1238696725,459762
"* E più ti penso - From ""Once Upon A Time In America""",31149667,3595
* Every Day More Wicked,8492822,76856
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",116075523,21696
* For Good,24132838,282886
* For Good - Edit,264216,23762
* For Good - Live from the Gershwin Theatre,8956145,53465
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,3114792,22336
* Get On Your Knees,98388698,13501
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),62443685,21212
* Good as Hell (feat. Ariana Grande) - Remix,465734583,30546
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146367584,8515
* Hotel Rock Bottom (feat. Ariana Grande),2521847,2067
* I Don't Do Drugs (feat. Ariana Grande),230313671,61235
* I Don't Know Why (I Just Do),3466328,4705
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21086550,38723
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18196359,5690
"* Mama, I'm a Big Girl Now",15763518,2353
* Met Him Last Night,146699878,21236
* Met Him Last Night - Dave Audé Remix,10434189,1105
* My Favorite Part,428787039,96985
* No One Mourns the Wicked,82705634,96966
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),129628759,542152
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1744167,1264
* One Short Day,45547838,43099
* Over And Over Again - Elephante Uptempo Radio Version,4884106,335
* Popular Song,149404330,33344
* Quit,269684741,47174
* Rain On Me (with Ariana Grande),1207179187,160573
* Rain On Me (with Ariana Grande) - Arca Remix,5829993,920
* Rain On Me - Purple Disco Machine Remix,3633217,546
* Rain On Me - Purple Disco Machine Remix - Edit,33528084,5915
* Rain On Me - Ralphi Rosario Remix,1395039,230
* Rain On Me - Ralphi Rosario Remix - Edit,2131369,454
* Research,37827750,9243
* Rule The World (feat. Ariana Grande),63336080,10259
"* Santa, Can't You Hear Me",264986973,2459003
"* Santa, Can't You Hear Me - Live",13067725,73199
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2065953723,997665
"* Still Hurting - From ""The Last Five Years""",3426579,3527
* Sympathy is a knife featuring ariana grande,95705750,50639
* The Wizard And I - Live,6897813,4019
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1468943,4985
* Without Love,5045575,626
* Wonderful,8955408,102274
* You Can't Stop the Beat,10576256,1100
* You Don't Own Me (Feat. Ariana Grande),10262520,4469
