Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10218776,34679
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),1476358,89384
* Adore,69846631,32471
* All My Love,38310860,9003
* All My Love (Remix),82666229,9936
* All My Love - French Version,740048,130
* Arturo Sandoval,3857847,1530
* Bang Bang,1623585234,477449
* Bang Bang - 3LAU Extended Mix,110720,2
* Bang Bang - 3LAU Remix,24345422,2184
* Bang Bang - A Cappella,184619,289
* Bang Bang - Dada Life Remix,6421710,212
* Bang Bang - Imanos & Gramercy Remix,3236716,324
* Bang Bang - Kat Krazy Extended Mix,177023,3
* Bang Bang - Kat Krazy Remix,2463921,131
* Bang Bang - Super Stylers Remix,1502724,135
* Bang Bang - iLL BLU Mix Radio Edit,112657,1
* Bed (feat. Ariana Grande),320460043,40679
* Dance To This (feat. Ariana Grande),326639533,56104
* Dancing Through Life,88802218,125660
* Dear Old Shiz,33553001,38540
* Defying Gravity,193186521,275266
* Defying Gravity - Edit,19497076,74955
* Die For You (with Ariana Grande) - Remix,1236274546,531780
"* E più ti penso - From ""Once Upon A Time In America""",31135287,3939
* Every Day More Wicked,8026261,105640
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",115955724,23314
* For Good,22385234,422184
* For Good - Live from the Gershwin Theatre,8629995,79363
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,2987414,28316
* Get On Your Knees,98318203,13091
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),62337804,17945
* Good as Hell (feat. Ariana Grande) - Remix,465543895,43328
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146323301,8047
* Hotel Rock Bottom (feat. Ariana Grande),2510887,2362
* I Don't Do Drugs (feat. Ariana Grande),230006493,60027
* I Don't Know Why (I Just Do),3437673,5777
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),20877212,26780
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18139450,5504
"* Mama, I'm a Big Girl Now",15750308,2512
* Met Him Last Night,146573195,22805
* Met Him Last Night - Dave Audé Remix,10428378,1224
* My Favorite Part,428216920,105225
* No One Mourns the Wicked,82144346,117937
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),127280596,353090
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1737891,1248
* One Short Day,45300455,54426
* Over And Over Again - Elephante Uptempo Radio Version,4884106,335
* Popular Song,149216085,38237
* Quit,269684741,47174
* Rain On Me (with Ariana Grande),1206194541,223036
* Rain On Me (with Ariana Grande) - Arca Remix,5825333,842
* Rain On Me - Purple Disco Machine Remix,3629878,695
* Rain On Me - Purple Disco Machine Remix - Edit,33494451,5875
* Rain On Me - Ralphi Rosario Remix,1393744,262
* Rain On Me - Ralphi Rosario Remix - Edit,2128513,676
* Research,37763044,8921
* Rule The World,63283615,9325
"* Santa, Can't You Hear Me",253737988,1742259
"* Santa, Can't You Hear Me - Live",12689044,62447
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2060532585,1036578
"* Still Hurting - From ""The Last Five Years""",3408073,3614
* Sympathy is a knife featuring ariana grande,95400775,63389
* The Wizard And I - Live,6875099,4429
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1437131,7792
* Without Love,5042216,675
* Wonderful,8356168,133231
* You Can't Stop the Beat,10570497,1085
* You Don't Own Me (Feat. Ariana Grande),10217821,4958
34+35,1135860215,329454
34+35 - live from Vevo,385097,3423
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",285980857,53561
7 rings,2690868754,921053
7 rings (feat. 2 Chainz) - Remix,28449948,5861
7 rings - live,14606844,5524
A Little More Homework (feat. Graham Phillips) - Single Version,2996416,187
Almost Is Never Enough,367157998,112848
Almost Is Never Enough - Soundtrack Version,8859501,661
Baby I,165231129,54851
Baby I - Cosmic Dawn Radio Edit,218506,51
Baby I - Live from London,7344255,3962
Bad Decisions,117014815,26405
Bad To You (with Normani & Nicki Minaj),73185229,5893
Be Alright,323244739,56085
Be My Baby,134124901,79963
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",305167719,56288
Best Mistake,262276018,78137
