Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10856304,481
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),2707964,10196
* Adore,71320334,22770
* All My Love,38846388,9536
* All My Love (Remix),83275294,10351
* All My Love - French Version,745332,93
* Arturo Sandoval,3934625,1442
* Bang Bang,1650382342,483014
* Bang Bang - 3LAU Extended Mix,110873,3
* Bang Bang - 3LAU Remix,24453705,1620
* Bang Bang - A Cappella,198702,274
* Bang Bang - Dada Life Remix,6431969,176
* Bang Bang - Imanos & Gramercy Remix,3254357,301
* Bang Bang - Kat Krazy Extended Mix,177277,2
* Bang Bang - Kat Krazy Remix,2469999,140
* Bang Bang - Super Stylers Remix,1509122,102
* Bang Bang - iLL BLU Mix Radio Edit,112821,1
* Bed (feat. Ariana Grande),322413618,33081
* Dance To This (feat. Ariana Grande),329545947,54287
* Dancing Through Life,93041262,50853
* Dear Old Shiz,34780576,13100
* Defying Gravity,203155223,133202
* Defying Gravity - Edit,21756509,26801
* Die For You (with Ariana Grande) - Remix,1262300196,479251
"* E più ti penso - From ""Once Upon A Time In America""",31325982,3435
* Every Day More Wicked,10850398,24324
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",117393675,24861
* For Good,33530577,107533
* For Good - Edit,822067,7067
* For Good - Live from the Gershwin Theatre,10727441,21426
* For Good - Sing-Along,132899,453
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,3802556,8354
* Get On Your Knees,99010739,11482
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),63466668,24488
* Good as Hell (feat. Ariana Grande) - Remix,467711274,36745
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146821775,10767
* Hotel Rock Bottom (feat. Ariana Grande),2630294,2147
* I Don't Do Drugs (feat. Ariana Grande),233034539,53962
* I Don't Know Why (I Just Do),3713409,4455
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21468216,1006
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18491659,6392
"* Mama, I'm a Big Girl Now",15889945,2500
* Met Him Last Night,147907867,19173
* Met Him Last Night - Dave Audé Remix,10491308,1107
* My Favorite Part,434784761,138880
* No One Mourns the Wicked,86026739,43087
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),135180402,4863
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1795208,1066
* One Short Day,47111785,20998
* Over And Over Again - Elephante Uptempo Radio Version,4901361,328
* Popular Song (MIKA & Ariana Grande),151039250,28034
* Quit,272274700,41586
* Rain On Me (with Ariana Grande),1217219963,174058
* Rain On Me (with Ariana Grande) - Arca Remix,5872897,863
* Rain On Me - Purple Disco Machine Remix,3668474,734
* Rain On Me - Purple Disco Machine Remix - Edit,33827193,5809
* Rain On Me - Ralphi Rosario Remix,1407213,240
* Rain On Me - Ralphi Rosario Remix - Edit,2160048,545
* Research,38295852,9708
* Rule The World,63859595,8554
"* Santa, Can't You Hear Me",288315636,11160
"* Santa, Can't You Hear Me - Live",13848657,1823
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2121325971,1107361
"* Still Hurting - From ""The Last Five Years""",3558554,2291
* Sympathy is a knife featuring ariana grande,98518706,56273
* The Wizard And I - Live,7038676,1645
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1623073,1932
* Without Love,5080584,724
* Wonderful,12349336,41650
* You Can't Stop the Beat,10637358,1231
* You Don't Own Me (Feat. Ariana Grande),10431628,3018
34+35,1152130347,256972
34+35 - live from Vevo,542618,2335
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",288794376,47042
7 rings,2738906010,818589
7 rings (feat. 2 Chainz) - Remix,28750122,4245
7 rings - live,14861557,4097
A Little More Homework (feat. Graham Phillips) - Single Version,3008267,193
Almost Is Never Enough (with Nathan Sykes),373730424,138116
Almost Is Never Enough - Soundtrack Version,8900482,786
Baby I,167981717,51747
Baby I - Cosmic Dawn Radio Edit,220561,27
Baby I - Live from London,7545601,3537
Bad Decisions,118429682,23444
Bad To You (with Normani & Nicki Minaj),73498433,5153
Be Alright,326130836,42856
Be My Baby,138053689,67693
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",307983385,48573
Best Mistake,266194656,67334
Better Left Unsaid,36578630,8616
Brand New You (feat. Brynn Williams & Caitlin Gann),4625102,566
Break Free,1167041641,559543
Break Free - A Cappella,177420,320
Break Free - Zedd's Extended Mix,851666,3029
Break Your Heart Right Back,94329662,13384
Cadillac Song,4523198,3903
Come So Far (Got So Far to Go),5604553,412
Dangerous Woman,1535992121,665413
Daydreamin',232014855,80561
Daydreamin' - Live from London,8188466,3473
December,99219251,13384
Don't Call Me Angel (Charlie's Angels) (with Miley Cyrus & Lana Del Rey),418945604,54820
Everyday,731036070,397282
Focus,353131304,61617
God is a woman,1240483001,329787
Got Her Own (with Victoria Monét),18486612,2970
Greedy,342090876,116106
Hampstead,90939581,162042
Hampstead - a cappella,1317609,2298
Hampstead - instrumental,209927,564
Hands On Me,62801893,20923
Honeymoon Avenue,223503696,95679
Honeymoon Avenue - Live from London,13864457,6153
How I Look On You,40576925,9810
I Don't Care,67902190,11595
I'm Not That Girl (Reprise),8164662,16591
Into You,1879498525,1062299
Into You - 3LAU Remix,67699208,9303
Into You - Alex Ghenea Remix,19745931,4449
Intro,41486575,9884
Jason's Song (Gave It Away),37353650,10526
Just A Little Bit Of Your Heart,198078332,26811
Just Look Up (From Don't Look Up),85188666,7256
Knew Better / Forever Boy,112993328,22214
Last Christmas,325736925,17706
Leave Me Lonely,123890805,25016
Let Me Love You,531063901,323749
Love Is Everything,33313767,1600
Love Me Harder,1295127886,1031089
Love Me Harder - A Cappella,251009,486
Love Me Harder - Alex Ghenea Remix,555375,70
Love Me Harder - Gregor Salto Amsterdam Mix,120352,5
Love Me Harder - Instrumental,237904,1069
Lovin' It,44233653,9072
MONOPOLY (with Victoria Monét),202260070,20461
Moonlight,255391677,71879
My Everything,217866327,76592
NASA,344592429,53090
Nobody (with Chaka Khan),10059703,1573
Not Just On Christmas,40817664,2072
One Last Time,2002479099,870098
One Last Time (Attends-Moi),12318111,4550
One Last Time - A Cappella,557801,852
One Last Time - Gazzo Remix,532253,46
One Last Time - Instrumental,116730,231
Only 1,73676909,18957
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1403079,1956
Piano,78563740,10532
Popular,158108253,96715
Popular - Edit,5587963,3378
Popular - Live from the Dolby Theatre,891058,1245
Problem,1082621741,412503
Problem - A Cappella,1470227,1274
Problem - Dave Aude Twerk Edit,133834,8
Problem - Dawin Remix,9718764,1116
Problem - Kassiano Remix,1860189,73
Problem - Noodles & Devastator Remix,2584248,221
Problem - Wayne G Radio Edit,128038,12
Put Your Hearts Up,30475975,4287
R.E.M,223609519,59647
Right There (feat. Big Sean),133290968,47882
Right There - 7th Heaven Radio Edit,277671,27
Right There - Live from London (feat. Big Sean),6051770,2524
Santa Baby,246266930,3421
Santa Tell Me,1511808586,86908
Saturn Returns Interlude,87992147,31357
Saturn Returns Interlude - a cappella,423176,637
Saturn Returns Interlude - instrumental,388184,827
Side To Side,1807189682,784182
Side To Side - Phantoms Remix,3890210,326
Side To Side - Slushii Remix,16810571,1321
Snow In California,80347951,2656
Sometimes,113556706,31130
Somewhere Over The Rainbow - Live From Manchester,19380685,2945
Step On Up,53761395,23090
Stuck with U (with Justin Bieber),1392201010,437010
Tattooed Heart,171607427,55096
Tattooed Heart - Live from London,10330275,6413
Thank Goodness - Live from the Dolby Theatre,3146626,4594
Thank Goodness / I Couldn't Be Happier,14975382,37334
The Girl in the Bubble,16790285,31092
The Way (feat. Mac Miller),570537066,189057
The Way - JdB Radio,116622,22
The Way - Live from London (feat. Mac Miller),15485596,6529
They Don't Know,111743326,15741
Thinking Bout You,174071748,50256
Too Close,4748735,4538
Touch It,203717499,86364
True Love,50651091,2714
What Is This Feeling?,155537462,91997
Why Try,131836893,27025
Winter Things,136692688,6048
Wit It This Christmas,48664813,1876
You Don't Know Me,60884616,10679
You'll Never Know,58872268,11950
"Zero To Hero - From ""Hercules""",32351954,3560
bad idea,325773370,72691
bad idea - live,14911962,3837
be alright - live,11932352,2471
better off,178192522,55551
blazed (feat. Pharrell Williams),71583537,10924
bloodline,602139274,517976
borderline (feat. Missy Elliott),87872573,21184
boyfriend (with Social House),1040096834,432277
break free - live,9793830,2934
"break up with your girlfriend, i'm bored",1110112185,209894
"break up with your girlfriend, i'm bored - live",13670892,3133
break your heart right back - live,8547403,1805
breathin,707086154,102680
breathin - live,15688198,4725
bye,301863109,190284
bye - a cappella,740746,1020
bye - instrumental,224121,579
dandelion,107278817,101074
dandelion - a cappella,761487,948
dandelion - instrumental,247022,545
dangerous woman - live,11791585,3290
don't wanna break up again,193733830,95795
don't wanna break up again - a cappella,633495,1063
don't wanna break up again - instrumental,203493,505
don't wanna break up again - live version,6285164,3496
eternal sunshine,280097208,162789
eternal sunshine - a cappella,937905,1997
eternal sunshine - instrumental,294234,846
eternal sunshine - live version,7039130,4563
everytime,434381457,206062
everytime - live,13090950,4640
fake smile,246034560,38753
fake smile - live,9405409,2197
get well soon,131134680,23170
get well soon - live,7199594,1692
ghostin,322400173,121680
god is a woman - live,20773115,5477
goodnight n go,297462697,95539
goodnight n go - live,10886383,3582
i wish i hated you,166262476,112768
i wish i hated you - a cappella,742080,1025
i wish i hated you - instrumental,244623,763
imagine,467422751,77284
imperfect for you,148021252,81845
imperfect for you - a cappella,498891,1060
imperfect for you - acoustic,15803426,4507
imperfect for you - instrumental,154325,389
imperfect for you - live version,4862731,3772
in my head,314444941,79612
in my head interlude - live,7060511,1785
into you - live,9652005,3088
intro (end of the world),580268979,290139
intro (end of the world) - a cappella,681447,965
intro (end of the world) - extended,98111340,141105
intro (end of the world) - extended a cappella,682769,1091
intro (end of the world) - extended instrumental,358832,1110
intro (end of the world) - instrumental,436118,2006
intro (end of the world) - live version,8005596,3971
just like magic,256996903,75951
love language,110937409,34532
love me harder - live,10214184,2249
main thing,49492148,21438
make up,173634690,30846
make up - live,8428739,1922
motive (with Doja Cat),602540844,152508
my hair,142162671,48244
my hair - live from Vevo,687788,3010
my heart belongs to daddy - live,7380448,1691
nasa - live,9920895,2014
nasty,228328179,88650
needy,533119827,893021
needy - live,12171180,4119
no tears left to cry,1536659006,347434
no tears left to cry - live,11411500,3805
obvious,139777396,42896
off the table (with The Weeknd),196510773,53812
off the table (with The Weeknd) - live from Vevo,696292,3006
only 1 - live,8800757,2191
ordinary things (feat. Nonna),97892626,45709
ordinary things (feat. Nonna) - a cappella,441007,679
ordinary things (feat. Nonna) - instrumental,171724,492
past life,77551803,79053
past life - a cappella,1066089,1227
past life - instrumental,192265,427
pete davidson,137264458,20238
positions,1699203328,365870
positions - live from Vevo,639570,2646
pov,696479513,239766
pov - live from Vevo,787368,3371
r.e.m - live,11233933,2369
raindrops (an angel cried),143602874,17853
raindrops (an angel cried) - live,11917755,3032
right there - live,8836399,1904
safety net (feat. Ty Dolla $ign),249989094,102077
safety net (feat. Ty Dolla $ign) - live from Vevo,688009,3101
shut up,130061149,29439
side to side - live,11891010,2804
six thirty,112611955,31159
someone like u - interlude,30685847,11604
successful,187596362,43578
successful - live,9614620,2057
supernatural,405497137,433383
