Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10148327,34188
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),1476358,89384
* Adore,69846631,32471
* All My Love,38294234,9626
* All My Love (Remix),82648137,9295
* All My Love - French Version,739849,82
* Arturo Sandoval,3854698,1810
* Bang Bang,1622637213,447042
* Bang Bang - 3LAU Extended Mix,110717,3
* Bang Bang - 3LAU Remix,24341291,1491
* Bang Bang - A Cappella,184020,416
* Bang Bang - Dada Life Remix,6421307,187
* Bang Bang - Imanos & Gramercy Remix,3236094,256
* Bang Bang - Kat Krazy Extended Mix,177015,5
* Bang Bang - Kat Krazy Remix,2463681,104
* Bang Bang - Super Stylers Remix,1502480,109
* Bang Bang - iLL BLU Mix Radio Edit,112653,2
* Bed (feat. Ariana Grande),320383251,40763
* Dance To This (feat. Ariana Grande),326527325,61758
* Dancing Through Life,88548974,122911
* Dear Old Shiz,33475316,37753
* Defying Gravity,192631979,284939
* Defying Gravity - Edit,19343371,72769
* Die For You (with Ariana Grande) - Remix,1235215832,488973
"* E più ti penso - From ""Once Upon A Time In America""",31135287,3939
* Every Day More Wicked,7813725,102160
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",115910256,21988
* For Good,21520848,411261
* For Good - Live from the Gershwin Theatre,8462289,83133
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,2931675,25310
* Get On Your Knees,98293303,13934
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),62301836,21074
* Good as Hell (feat. Ariana Grande) - Remix,465463714,33949
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146308151,8617
* Hotel Rock Bottom (feat. Ariana Grande),2506225,1881
* I Don't Do Drugs (feat. Ariana Grande),229895031,57252
* I Don't Know Why (I Just Do),3425883,5987
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),20822606,32634
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18139450,5504
"* Mama, I'm a Big Girl Now",15745414,2606
* Met Him Last Night,146528659,19439
* Met Him Last Night - Dave Audé Remix,10426255,1166
* My Favorite Part,428017254,105345
* No One Mourns the Wicked,81908094,111969
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),126529075,433699
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1731519,1449
* One Short Day,45191891,53312
