Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10833959,1583
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),2284240,19940
* Adore,70415953,28466
* All My Love,38514218,10548
* All My Love (Remix),82873478,10951
* All My Love - French Version,741966,97
* Arturo Sandoval,3890307,1533
* Bang Bang,1634314952,532888
* Bang Bang - 3LAU Extended Mix,110769,4
* Bang Bang - 3LAU Remix,24385986,2501
* Bang Bang - A Cappella,190437,252
* Bang Bang - Dada Life Remix,6425530,200
* Bang Bang - Imanos & Gramercy Remix,3243439,376
* Bang Bang - Kat Krazy Extended Mix,177116,8
* Bang Bang - Kat Krazy Remix,2466095,124
* Bang Bang - Super Stylers Remix,1505256,124
* Bang Bang - iLL BLU Mix Radio Edit,112720,2
* Bed (feat. Ariana Grande),321235600,38711
* Dance To This (feat. Ariana Grande),327710236,51334
* Dancing Through Life,90907000,87060
* Dear Old Shiz,34191758,24597
* Defying Gravity,198078441,186248
* Defying Gravity - Edit,20609108,43143
* Die For You (with Ariana Grande) - Remix,1246363332,488313
"* E più ti penso - From ""Once Upon A Time In America""",31205409,3495
* Every Day More Wicked,9593292,61252
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",116512831,30006
* For Good,28257466,234115
* For Good - Edit,454435,11480
* For Good - Live from the Gershwin Theatre,9715298,43390
* For Good - Sing-Along,110197,997
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,3418556,19106
* Get On Your Knees,98596819,15404
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),62768312,20146
* Good as Hell (feat. Ariana Grande) - Remix,466383888,43539
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146513357,9420
* Hotel Rock Bottom (feat. Ariana Grande),2559095,2723
* I Don't Do Drugs (feat. Ariana Grande),231199065,60150
* I Don't Know Why (I Just Do),3554714,5464
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21426445,2364
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18250285,5392
"* Mama, I'm a Big Girl Now",15801674,2494
* Met Him Last Night,147107889,31139
* Met Him Last Night - Dave Audé Remix,10452577,1464
* My Favorite Part,430512681,120863
* No One Mourns the Wicked,84125962,77214
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),134947995,18443
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1757409,1324
* One Short Day,46210437,36355
* Over And Over Again - Elephante Uptempo Radio Version,4889025,258
* Popular Song,149962117,37107
* Quit,270648531,48189
* Rain On Me (with Ariana Grande),1210497969,231455
* Rain On Me (with Ariana Grande) - Arca Remix,5843398,888
* Rain On Me - Purple Disco Machine Remix,3644545,754
* Rain On Me - Purple Disco Machine Remix - Edit,33629417,7072
* Rain On Me - Ralphi Rosario Remix,1399304,280
* Rain On Me - Ralphi Rosario Remix - Edit,2141170,647
* Research,38011936,8390
* Rule The World,63510059,11223
"* Santa, Can't You Hear Me",287502068,64798
"* Santa, Can't You Hear Me - Live",13757788,4954
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2085886659,1154742
"* Still Hurting - From ""The Last Five Years""",3476144,3013
* Sympathy is a knife featuring ariana grande,96632539,59608
* The Wizard And I - Live,6958845,3121
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1535895,4244
* Without Love,5056473,739
* Wonderful,10441475,84186
* You Can't Stop the Beat,10596155,1361
* You Don't Own Me (Feat. Ariana Grande),10316248,4132
34+35,1142387220,323734
34+35 - live from Vevo,449135,3082
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",287074903,53960
7 rings,2710557840,898102
7 rings (feat. 2 Chainz) - Remix,28582438,5691
7 rings - live,14707615,4925
A Little More Homework (feat. Graham Phillips) - Single Version,3001005,242
Almost Is Never Enough,369520648,134046
Almost Is Never Enough - Soundtrack Version,8873634,757
Baby I,166280205,55985
Baby I - Cosmic Dawn Radio Edit,219385,38
Baby I - Live from London,7423802,3947
Bad Decisions,117553444,28892
Bad To You (with Normani & Nicki Minaj),73310628,5717
Be Alright,324361230,59258
Be My Baby,135681191,79192
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",306259383,56472
Best Mistake,263749135,78137
Better Left Unsaid,36264737,10152
Brand New You (feat. Brynn Williams & Caitlin Gann),4604816,680
Break Free,1147954874,670466
Break Free - A Cappella,167242,306
Break Free - Zedd's Extended Mix,767039,2646
Break Your Heart Right Back,93828541,15492
Cadillac Song,4391262,4682
Come So Far (Got So Far to Go),5588731,490
Dangerous Woman,1513595045,655020
Daydreamin',229353107,87747
Daydreamin' - Live from London,8063091,4005
December,98612837,32225
Don't Call Me Angel (Charlie's Angels) (with Miley Cyrus & Lana Del Rey),417038557,59379
Everyday,716984458,444749
Focus,350848650,72674
God is a woman,1228552551,369930
Got Her Own (with Victoria Monét),18384784,3254
Greedy,337405981,139392
Hampstead,84732266,242777
Hampstead - a cappella,1235974,2753
Hampstead - instrumental,191637,604
Hands On Me,61991426,27380
Honeymoon Avenue,220359978,102165
Honeymoon Avenue - Live from London,13644289,7054
How I Look On You,40228374,11831
I Don't Care,67467748,14008
I'm Not That Girl (Reprise),7273810,44827
Into You,1842270438,1158400
Into You - 3LAU Remix,67320179,13450
Into You - Alex Ghenea Remix,19581232,5456
Intro,41123595,11973
Jason's Song (Gave It Away),36957507,12989
Just A Little Bit Of Your Heart,197058228,35705
Just Look Up (From Don't Look Up),84919299,8479
Knew Better / Forever Boy,112167297,26912
Last Christmas,324920053,62536
Leave Me Lonely,122942060,29607
Let Me Love You,519994896,378268
Love Is Everything,33244726,4197
Love Me Harder,1263125206,915315
Love Me Harder - A Cappella,234427,488
Love Me Harder - Alex Ghenea Remix,552778,92
Love Me Harder - Gregor Salto Amsterdam Mix,120119,14
Love Me Harder - Instrumental,204307,1237
Lovin' It,43906453,10662
MONOPOLY (with Victoria Monét),201453602,27127
Moonlight,252904766,79751
My Everything,215338715,88586
NASA,342708508,60668
Nobody (with Chaka Khan),10009847,1600
Not Just On Christmas,40714928,6069
One Last Time,1972169386,963260
One Last Time (Attends-Moi),12159814,4449
One Last Time - A Cappella,528135,934
One Last Time - Gazzo Remix,530561,57
One Last Time - Instrumental,107688,234
Only 1,72941614,23681
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1312339,4328
Piano,78173374,13087
Popular,154279849,152611
Popular - Edit,5424581,6735
Popular - Live from the Dolby Theatre,834182,2599
Problem,1068683220,472135
Problem - A Cappella,1426183,1494
Problem - Dave Aude Twerk Edit,133503,14
Problem - Dawin Remix,9680562,1344
Problem - Kassiano Remix,1858021,66
Problem - Noodles & Devastator Remix,2576937,246
Problem - Wayne G Radio Edit,127663,13
Put Your Hearts Up,30317118,5678
R.E.M,221173279,83586
Right There,131649514,56037
Right There - 7th Heaven Radio Edit,276308,45
Right There - Live from London (feat. Big Sean),5962341,2949
Santa Baby,246102399,13020
Santa Tell Me,1507993507,208675
Saturn Returns Interlude,86729769,44870
Saturn Returns Interlude - a cappella,400683,841
Saturn Returns Interlude - instrumental,359216,834
Side To Side,1778930936,933675
Side To Side - Phantoms Remix,3878600,390
Side To Side - Slushii Remix,16758622,1645
Snow In California,80227796,8293
Sometimes,112345684,42808
Somewhere Over The Rainbow - Live From Manchester,19278221,3653
Step On Up,52913650,26214
Stuck with U (with Justin Bieber),1378087763,498153
Tattooed Heart,169614439,69672
Tattooed Heart - Live from London,10088671,7906
Thank Goodness - Live from the Dolby Theatre,2903516,11409
Thank Goodness / I Couldn't Be Happier,12920815,101981
The Girl in the Bubble,15132463,88754
The Way,562729831,274257
The Way - JdB Radio,115717,43
The Way - Live from London (feat. Mac Miller),15237028,7821
They Don't Know,111291841,13983
Thinking Bout You,172163228,64091
Too Close,4578314,5899
Touch It,200654641,98878
True Love,50527075,6668
What Is This Feeling?,151926088,146447
Why Try,130756166,35064
Winter Things,136414325,17328
Wit It This Christmas,48586636,4222
You Don't Know Me,60487805,12775
You'll Never Know,58417563,14923
"Zero To Hero - From ""Hercules""",32233470,3530
bad idea,323095121,82519
bad idea - live,14779145,4200
be alright - live,11841447,2947
better off,176170191,66022
blazed (feat. Pharrell Williams),71167034,14076
bloodline,583873625,644070
borderline (feat. Missy Elliott),87065689,27603
boyfriend (with Social House),1025488375,465180
break free - live,9689741,3445
"break up with your girlfriend, i'm bored",1102070854,237790
"break up with your girlfriend, i'm bored - live",13557304,3684
break your heart right back - live,8482162,2279
breathin,703072512,122111
breathin - live,15506429,6090
bye,294804026,252491
bye - a cappella,704095,1335
bye - instrumental,204610,753
dandelion,103293874,139810
dandelion - a cappella,726668,1209
dandelion - instrumental,228604,621
dangerous woman - live,11665181,4424
don't wanna break up again,190049712,126675
don't wanna break up again - a cappella,596382,1393
don't wanna break up again - instrumental,186156,674
don't wanna break up again - live version,6148329,4635
eternal sunshine,273725270,228123
eternal sunshine - a cappella,855277,3628
eternal sunshine - instrumental,267144,1093
eternal sunshine - live version,6869003,6053
everytime,426842676,262954
everytime - live,12912506,5784
fake smile,244646844,44843
fake smile - live,9326850,2490
get well soon,130246618,29969
get well soon - live,7133904,2139
ghostin,318051566,137487
god is a woman - live,20571293,6553
goodnight n go,294148471,113861
goodnight n go - live,10774476,3516
i wish i hated you,162093729,150091
i wish i hated you - a cappella,705617,1316
i wish i hated you - instrumental,222607,700
imagine,464500071,91590
imperfect for you,144933840,106485
imperfect for you - a cappella,468933,1105
imperfect for you - acoustic,15632170,5886
imperfect for you - instrumental,139934,525
imperfect for you - live version,4726187,4656
in my head,311593163,96784
in my head interlude - live,6998583,2264
into you - live,9532217,4082
intro (end of the world),570972201,322543
intro (end of the world) - a cappella,644234,1369
intro (end of the world) - extended,92958565,191519
intro (end of the world) - extended a cappella,644034,1299
intro (end of the world) - extended instrumental,323479,1100
intro (end of the world) - instrumental,382166,2246
intro (end of the world) - live version,7857937,4739
just like magic,253879793,121406
love language,109627912,45250
love me harder - live,10127448,2979
main thing,48706315,25610
make up,172560825,35707
make up - live,8355914,2493
