Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10639143,94073
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),1880151,40379
* Adore,70415953,28466
* All My Love,38386028,9351
* All My Love (Remix),82745170,10381
* All My Love - French Version,740714,79
* Arturo Sandoval,3870994,1926
* Bang Bang,1627565491,487118
* Bang Bang - 3LAU Extended Mix,110731,1
* Bang Bang - 3LAU Remix,24360986,1613
* Bang Bang - A Cappella,186897,258
* Bang Bang - Dada Life Remix,6423133,175
* Bang Bang - Imanos & Gramercy Remix,3239130,266
* Bang Bang - Kat Krazy Extended Mix,177067,7
* Bang Bang - Kat Krazy Remix,2464708,78
* Bang Bang - Super Stylers Remix,1503723,114
* Bang Bang - iLL BLU Mix Radio Edit,112678,2
* Bed (feat. Ariana Grande),320773671,37182
* Dance To This (feat. Ariana Grande),327089353,51912
* Dancing Through Life,89707739,95082
* Dear Old Shiz,33820416,28293
* Defying Gravity,195293926,225281
* Defying Gravity - Edit,19996234,46092
* Die For You (with Ariana Grande) - Remix,1240113306,460411
"* E più ti penso - From ""Once Upon A Time In America""",31164105,3609
* Every Day More Wicked,8727839,69775
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",116145000,20626
* For Good,25016166,267856
* For Good - Edit,305494,13052
* For Good - Live from the Gershwin Theatre,9121387,49467
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,3181900,20658
* Get On Your Knees,98430375,14347
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),62504392,21328
* Good as Hell (feat. Ariana Grande) - Remix,465840293,33288
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146392258,8919
* Hotel Rock Bottom (feat. Ariana Grande),2527975,1712
* I Don't Do Drugs (feat. Ariana Grande),230476908,57487
* I Don't Know Why (I Just Do),3481788,4639
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21265533,76388
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18196359,5690
"* Mama, I'm a Big Girl Now",15770801,2534
* Met Him Last Night,146766088,19817
* Met Him Last Night - Dave Audé Remix,10437399,1097
* My Favorite Part,429101380,107870
* No One Mourns the Wicked,83006941,91871
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),131313208,660145
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1748232,1318
* One Short Day,45682376,40854
* Over And Over Again - Elephante Uptempo Radio Version,4889025,258
* Popular Song,149510560,32302
* Quit,270648531,48189
* Rain On Me (with Ariana Grande),1207731058,167047
* Rain On Me (with Ariana Grande) - Arca Remix,5832522,901
* Rain On Me - Purple Disco Machine Remix,3635193,632
* Rain On Me - Purple Disco Machine Remix - Edit,33546539,5467
* Rain On Me - Ralphi Rosario Remix,1395749,213
* Rain On Me - Ralphi Rosario Remix - Edit,2133081,636
* Research,37894793,9577
* Rule The World,63363904,9699
"* Santa, Can't You Hear Me",277122886,6475188
"* Santa, Can't You Hear Me - Live",13413613,163143
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2069203758,1081797
"* Still Hurting - From ""The Last Five Years""",3435743,3447
* Sympathy is a knife featuring ariana grande,95884003,54961
* The Wizard And I - Live,6910953,4503
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1484736,4446
* Without Love,5047652,757
* Wonderful,9267356,95994
* You Can't Stop the Beat,10579831,1241
* You Don't Own Me (Feat. Ariana Grande),10262520,4469
34+35,1138354172,298119
34+35 - live from Vevo,411058,2775
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",286399502,46274
7 rings,2698195957,916418
7 rings (feat. 2 Chainz) - Remix,28497336,5713
7 rings - live,14646936,4441
A Little More Homework (feat. Graham Phillips) - Single Version,2997922,172
Almost Is Never Enough,368047636,104981
Almost Is Never Enough - Soundtrack Version,8864715,686
Baby I,165653727,45490
Baby I - Cosmic Dawn Radio Edit,218866,46
Baby I - Live from London,7376254,3633
Bad Decisions,117221152,22316
Bad To You (with Normani & Nicki Minaj),73235907,5952
Be Alright,323656569,46580
Be My Baby,134727570,66801
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",305589324,47630
Best Mistake,262830931,69750
Better Left Unsaid,36143529,8326
Brand New You (feat. Brynn Williams & Caitlin Gann),4596999,427
Break Free,1140209922,565386
Break Free - A Cappella,162662,256
Break Free - Zedd's Extended Mix,729716,3147
Break Your Heart Right Back,93643937,12510
Cadillac Song,4337661,3820
Come So Far (Got So Far to Go),5582596,520
Dangerous Woman,1504953242,632154
Daydreamin',228314354,75277
Daydreamin' - Live from London,8013862,3784
December,97353128,473177
Don't Call Me Angel (Charlie's Angels) (with Miley Cyrus & Lana Del Rey),416316447,58069
Everyday,711366066,414386
Focus,350002741,60014
God is a woman,1223937880,335025
Got Her Own (with Victoria Monét),18345487,2917
Greedy,335748423,112950
Hampstead,81950906,129070
Hampstead - a cappella,1200168,2024
Hampstead - instrumental,184069,371
Hands On Me,61700952,17486
Honeymoon Avenue,219180436,81204
Honeymoon Avenue - Live from London,13559111,6465
How I Look On You,40088006,11613
I Don't Care,67296941,11807
I'm Not That Girl (Reprise),6646153,50222
Into You,1827922011,1027287
Into You - 3LAU Remix,67167592,10625
Into You - Alex Ghenea Remix,19515752,4921
Intro,40981220,103851
Jason's Song (Gave It Away),36801742,10846
Just A Little Bit Of Your Heart,196663523,26439
Just Look Up (From Don't Look Up),84810373,7663
Knew Better / Forever Boy,111854917,21974
Last Christmas,318524662,3376948
Leave Me Lonely,122586947,25376
Let Me Love You,515280564,329505
Love Is Everything,32749401,301971
Love Me Harder,1251704758,840790
Love Me Harder - A Cappella,228522,394
Love Me Harder - Alex Ghenea Remix,551863,53
Love Me Harder - Gregor Salto Amsterdam Mix,120030,6
Love Me Harder - Instrumental,188638,1440
Lovin' It,43781063,8761
MONOPOLY (with Victoria Monét),201125628,21216
Moonlight,251935692,68382
My Everything,214323097,70852
NASA,341958303,53720
Nobody (with Chaka Khan),9990341,1504
Not Just On Christmas,40054556,315541
One Last Time,1959651986,853368
One Last Time (Attends-Moi),12096627,5330
One Last Time - A Cappella,516518,853
One Last Time - Gazzo Remix,529867,52
One Last Time - Instrumental,104865,192
Only 1,72655937,21436
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1256888,4774
Piano,78025127,10126
Popular,151971825,177118
Popular - Edit,5314546,8001
Popular - Live from the Dolby Theatre,800764,2772
Problem,1063300486,406817
Problem - A Cappella,1406035,1413
Problem - Dave Aude Twerk Edit,133393,9
Problem - Dawin Remix,9665377,965
Problem - Kassiano Remix,1857148,51
Problem - Noodles & Devastator Remix,2574202,148
Problem - Wayne G Radio Edit,127553,12
Put Your Hearts Up,30246731,4635
R.E.M,220215169,66372
Right There,131015303,44725
Right There - 7th Heaven Radio Edit,275631,61
Right There - Live from London (feat. Big Sean),5926295,2601
Santa Baby,243901531,1377742
Santa Tell Me,1483274618,16124509
Saturn Returns Interlude,86163977,37219
Saturn Returns Interlude - a cappella,390941,750
Saturn Returns Interlude - instrumental,346335,818
Side To Side,1767133295,895000
Side To Side - Phantoms Remix,3873901,305
Side To Side - Slushii Remix,16738362,1425
Snow In California,79418572,435968
Sometimes,111862881,32704
Somewhere Over The Rainbow - Live From Manchester,19230058,3381
Step On Up,52577058,23015
Stuck with U (with Justin Bieber),1372292307,428836
Tattooed Heart,168807219,59133
Tattooed Heart - Live from London,9990101,7137
Thank Goodness - Live from the Dolby Theatre,2755491,11616
Thank Goodness / I Couldn't Be Happier,11589181,108060
The Girl in the Bubble,13990693,90708
The Way,559765892,219411
The Way - JdB Radio,115291,46
The Way - Live from London (feat. Mac Miller),15140224,7267
They Don't Know,111117324,11926
Thinking Bout You,171409517,51201
Too Close,4511422,4637
Touch It,199539708,78130
True Love,50152438,193517
What Is This Feeling?,149831971,167204
Why Try,130340981,26091
Winter Things,135130972,666163
Wit It This Christmas,48234858,184241
You Don't Know Me,60333968,9770
You'll Never Know,58245023,11833
"Zero To Hero - From ""Hercules""",32191498,3004
bad idea,322060123,72502
bad idea - live,14727143,3856
be alright - live,11806756,2536
better off,175390945,56257
blazed (feat. Pharrell Williams),71006515,10669
bloodline,575122981,682428
borderline (feat. Missy Elliott),86753341,22256
boyfriend (with Social House),1019814445,399328
break free - live,9648947,3103
"break up with your girlfriend, i'm bored",1099133006,192970
"break up with your girlfriend, i'm bored - live",13513292,3366
break your heart right back - live,8456115,1897
breathin,701535498,109346
breathin - live,15432420,5558
bye,291844989,205691
bye - a cappella,688236,1151
bye - instrumental,196392,448
dandelion,101584283,122257
dandelion - a cappella,712480,998
dandelion - instrumental,221571,410
dangerous woman - live,11612123,4583
don't wanna break up again,188479996,110284
don't wanna break up again - a cappella,580705,1037
don't wanna break up again - instrumental,178824,389
don't wanna break up again - live version,6092659,4079
eternal sunshine,271027427,183712
eternal sunshine - a cappella,823824,1282
eternal sunshine - instrumental,256084,641
eternal sunshine - live version,6798519,4948
everytime,423766642,217654
everytime - live,12848158,4833
fake smile,244111186,36504
fake smile - live,9296857,2158
get well soon,129901330,23289
get well soon - live,7108480,1867
ghostin,316279839,124886
god is a woman - live,20493281,5716
goodnight n go,292756901,96163
goodnight n go - live,10732210,3258
i wish i hated you,160280119,123719
i wish i hated you - a cappella,690105,1013
i wish i hated you - instrumental,214556,425
imagine,463365065,83235
imperfect for you,143638069,90313
imperfect for you - a cappella,455793,847
imperfect for you - acoustic,15560795,4494
imperfect for you - instrumental,134347,323
imperfect for you - live version,4669258,3858
in my head,310434312,85969
in my head interlude - live,6973629,1805
into you - live,9486020,3310
intro (end of the world),566917903,293002
intro (end of the world) - a cappella,628573,1057
intro (end of the world) - extended,90746918,155750
intro (end of the world) - extended a cappella,628465,1039
intro (end of the world) - extended instrumental,307281,890
intro (end of the world) - instrumental,357264,1187
intro (end of the world) - live version,7795586,4250
just like magic,252540030,74000
love language,109094936,35282
love me harder - live,10093247,2432
main thing,48393563,20268
make up,172146743,28120
make up - live,8326883,2151
motive (with Doja Cat),595189855,145429
my hair,139644286,52443
my hair - live from Vevo,513148,3670
my heart belongs to daddy - live,7293843,1733
nasa - live,9817920,2123
nasty,223794474,95364
needy,495279739,747910
needy - live,11963106,4270
no tears left to cry,1518283869,383132
no tears left to cry - live,11225954,3954
obvious,137668343,41247
off the table (with The Weeknd),193363247,58016
off the table (with The Weeknd) - live from Vevo,526913,3853
only 1 - live,8690028,2309
ordinary things (feat. Nonna),95382704,49527
ordinary things (feat. Nonna) - a cappella,407100,689
ordinary things (feat. Nonna) - instrumental,149615,349
past life,73111986,96268
past life - a cappella,1002140,1309
past life - instrumental,171215,353
pete davidson,136266755,17718
positions,1681841398,413409
positions - live from Vevo,487921,3245
pov,684667041,238570
pov - live from Vevo,614394,3838
r.e.m - live,11110169,2576
raindrops (an angel cried),142745240,16248
raindrops (an angel cried) - live,11799389,2339
right there - live,8737328,2054
safety net (feat. Ty Dolla $ign),243714168,130199
safety net (feat. Ty Dolla $ign) - live from Vevo,513803,3746
shut up,128452416,30810
side to side - live,11743580,3035
six thirty,110950584,33833
someone like u - interlude,30089536,11452
successful,185126392,38236
successful - live,9507423,2196
supernatural,383257686,508078
supernatural (with Troye Sivan) - remix,60877043,34396
supernatural - a cappella,1471543,4109
supernatural - instrumental,525636,993
supernatural - live version,9539352,7710
sweetener,288579533,97905
sweetener - live,10806485,2797
tattooed heart - live,12437417,5047
test drive,118741068,24164
"thank u, next",2147179860,586996
"thank u, next - live",8278135,2059
the boy is mine,607032928,349855
"the boy is mine (with Brandy, Monica) - Remix",34083044,13492
"the boy is mine (with Brandy, Monica) - Remix a cappella",1802782,461
the boy is mine - a cappella,2278287,1577
the boy is mine - instrumental,939589,624
the light is coming (feat. Nicki Minaj),161435052,20065
the light is coming - live,7143893,1756
true story,146676385,71354
true story - a cappella,9476176,2350
true story - instrumental,148277,346
twilight zone,237314230,353148
twilight zone - a cappella,1638779,1907
twilight zone - instrumental,813722,1135
warm,82641244,103462
warm - a cappella,786315,1053
warm - instrumental,183123,340
we can't be friends (wait for your love),1758980730,1560063
we can't be friends (wait for your love) - a cappella,1763773,2825
we can't be friends (wait for your love) - acoustic (live from jungle city studios),14899085,8638
we can't be friends (wait for your love) - instrumental,680611,1429
we can't be friends (wait for your love) - live version,7380979,6384
we can't be friends (wait for your love) - string version,36183049,90395
we can't be friends (wait for your love) - string version instrumental,640560,1475
west side,120079713,47713
worst behavior,68808804,24564
"yes, and?",709530005,259671
