Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10729613,90470
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),1880151,40379
* Adore,70415953,28466
* All My Love,38394558,8530
* All My Love (Remix),82754475,9305
* All My Love - French Version,740779,65
* Arturo Sandoval,3872426,1432
* Bang Bang,1627942777,377286
* Bang Bang - 3LAU Extended Mix,110732,1
* Bang Bang - 3LAU Remix,24362061,1075
* Bang Bang - A Cappella,187122,225
* Bang Bang - Dada Life Remix,6423243,110
* Bang Bang - Imanos & Gramercy Remix,3239373,243
* Bang Bang - Kat Krazy Extended Mix,177069,2
* Bang Bang - Kat Krazy Remix,2464782,74
* Bang Bang - Super Stylers Remix,1503803,80
* Bang Bang - iLL BLU Mix Radio Edit,112681,3
* Bed (feat. Ariana Grande),320807981,34310
* Dance To This (feat. Ariana Grande),327089353,51912
* Dancing Through Life,89772916,65177
* Dear Old Shiz,33840832,20416
* Defying Gravity,195463826,169900
* Defying Gravity - Edit,20030707,34473
* Die For You (with Ariana Grande) - Remix,1240483986,370680
"* E più ti penso - From ""Once Upon A Time In America""",31164105,3609
* Every Day More Wicked,8777538,49699
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",116162323,17323
* For Good,25208213,192047
* For Good - Edit,316033,11532
* For Good - Live from the Gershwin Theatre,9156862,93230
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,3196739,14839
* Get On Your Knees,98442111,11736
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),62523896,19504
* Good as Hell (feat. Ariana Grande) - Remix,465865374,25081
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146400929,8671
* Hotel Rock Bottom (feat. Ariana Grande),2529372,1397
* I Don't Do Drugs (feat. Ariana Grande),230527079,53352
* I Don't Know Why (I Just Do),3485699,3911
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21332832,67299
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),18196359,5690
"* Mama, I'm a Big Girl Now",15773056,2255
* Met Him Last Night,146780252,14164
* Met Him Last Night - Dave Audé Remix,10438305,906
* My Favorite Part,429202250,100870
* No One Mourns the Wicked,83074046,67105
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),133938708,1234910
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1748232,1318
* One Short Day,45711367,28991
* Over And Over Again - Elephante Uptempo Radio Version,4889025,258
* Popular Song,149535190,24630
* Quit,270648531,48189
* Rain On Me (with Ariana Grande),1207854547,123489
* Rain On Me (with Ariana Grande) - Arca Remix,5833329,807
* Rain On Me - Purple Disco Machine Remix,3635640,447
* Rain On Me - Purple Disco Machine Remix - Edit,33550746,4207
* Rain On Me - Ralphi Rosario Remix,1395912,163
* Rain On Me - Ralphi Rosario Remix - Edit,2133505,424
* Research,37894793,9577
* Rule The World (feat. Ariana Grande),63373026,9410
"* Santa, Can't You Hear Me",282788087,5665201
"* Santa, Can't You Hear Me - Live",13546151,132538
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2070026585,822827
"* Still Hurting - From ""The Last Five Years""",3438639,2896
* Sympathy is a knife featuring ariana grande,95922759,38756
* The Wizard And I - Live,6914563,3610
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1487559,2823
* Without Love,5048339,687
* Wonderful,9337686,70330
* You Can't Stop the Beat,10580867,1036
* You Don't Own Me (Feat. Ariana Grande),10262520,4469
34+35,1138585187,231015
34+35 - live from Vevo,413045,1987
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",286432840,33338
7 rings,2698876394,680437
7 rings (feat. 2 Chainz) - Remix,28502020,4684
7 rings - live,14650351,3415
A Little More Homework (feat. Graham Phillips) - Single Version,2998140,218
Almost Is Never Enough,368134543,86907
Almost Is Never Enough - Soundtrack Version,8865327,612
Baby I,165689462,35735
Baby I - Cosmic Dawn Radio Edit,218906,40
Baby I - Live from London,7378723,2469
Bad Decisions,117237878,16726
Bad To You (with Normani & Nicki Minaj),73241725,5818
Be Alright,323689373,32804
Be My Baby,134781431,53861
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",305629094,39770
Best Mistake,262882717,51786
Better Left Unsaid,36149914,6385
Brand New You (feat. Brynn Williams & Caitlin Gann),4597442,443
Break Free,1140578936,369014
Break Free - A Cappella,162905,243
Break Free - Zedd's Extended Mix,731806,2090
Break Your Heart Right Back,93653132,9195
Cadillac Song,4340638,2977
Come So Far (Got So Far to Go),5582988,392
Dangerous Woman,1505422355,469113
Daydreamin',228375412,61058
Daydreamin' - Live from London,8016501,2639
December,97788170,435042
Don't Call Me Angel (Charlie's Angels) (with Miley Cyrus & Lana Del Rey),416369542,55927
Everyday,711689506,323440
Focus,350051913,49172
God is a woman,1224180536,242656
Got Her Own (with Victoria Monét),18347978,2780
Greedy,335830624,82201
Hampstead,82052791,101885
Hampstead - a cappella,1201973,1805
Hampstead - instrumental,184396,327
Hands On Me,61714248,13296
Honeymoon Avenue,219243018,62582
Honeymoon Avenue - Live from London,13563948,4837
How I Look On You,40098213,10640
I Don't Care,67306004,9063
I'm Not That Girl (Reprise),6679867,33714
Into You,1828702871,780860
Into You - 3LAU Remix,67174700,7108
Into You - Alex Ghenea Remix,19519300,3548
Intro,40989199,88987
Jason's Song (Gave It Away),36809896,8154
Just A Little Bit Of Your Heart,196684830,21307
Just Look Up (From Don't Look Up),84816093,5720
Knew Better / Forever Boy,111870877,15960
Last Christmas,321634616,3109954
Leave Me Lonely,122605219,18272
Let Me Love You,515539521,258957
Love Is Everything,32995580,246179
Love Me Harder,1252312599,607841
Love Me Harder - A Cappella,228871,349
Love Me Harder - Alex Ghenea Remix,551899,36
Love Me Harder - Gregor Salto Amsterdam Mix,120034,4
Love Me Harder - Instrumental,189780,1142
Lovin' It,43788095,7032
MONOPOLY (with Victoria Monét),201140588,14960
Moonlight,251986119,50427
My Everything,214381480,58383
NASA,341996488,38185
Nobody (with Chaka Khan),9991612,1399
Not Just On Christmas,40387069,332513
One Last Time,1960339118,687132
One Last Time (Attends-Moi),12100247,3620
One Last Time - A Cappella,517255,737
One Last Time - Gazzo Remix,529920,53
One Last Time - Instrumental,105039,174
Only 1,72671105,15168
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1260266,3378
Piano,78032760,7633
Popular,152112182,140357
Popular - Edit,5321829,7283
Popular - Live from the Dolby Theatre,802756,1992
Problem,1063573390,272904
Problem - A Cappella,1407249,1214
Problem - Dave Aude Twerk Edit,133395,2
Problem - Dawin Remix,9666046,669
Problem - Kassiano Remix,1857185,37
