Song,Streams_Num,Daily_Raw
* A Hand For Mrs. Claus,10845064,604
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),2481499,15873
* Adore,70887698,24828
* All My Love,38643242,10455
* All My Love (Remix),83047799,15420
* All My Love - French Version,743282,110
* Arturo Sandoval,3908672,1408
* Bang Bang,1641118391,513453
* Bang Bang - 3LAU Extended Mix,110813,5
* Bang Bang - 3LAU Remix,24413958,2277
* Bang Bang - A Cappella,193633,221
* Bang Bang - Dada Life Remix,6428147,208
* Bang Bang - Imanos & Gramercy Remix,3248037,309
* Bang Bang - Kat Krazy Extended Mix,177182,5
* Bang Bang - Kat Krazy Remix,2467649,104
* Bang Bang - Super Stylers Remix,1506844,143
* Bang Bang - iLL BLU Mix Radio Edit,112766,3
* Bed (feat. Ariana Grande),321726640,36902
* Dance To This (feat. Ariana Grande),328641218,59059
* Dancing Through Life,91893362,68530
* Dear Old Shiz,34473232,18896
* Defying Gravity,200309611,155143
* Defying Gravity - Edit,21120487,38561
* Die For You (with Ariana Grande) - Remix,1252854837,518436
"* E più ti penso - From ""Once Upon A Time In America""",31253792,3478
* Every Day More Wicked,10232483,41344
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",116877217,27553
* For Good,30859338,177621
* For Good - Edit,614704,12232
* For Good - Live from the Gershwin Theatre,10190838,34265
* For Good - Sing-Along,120107,695
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,3603252,12486
* Get On Your Knees,98770366,13124
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),63045307,21754
* Good as Hell (feat. Ariana Grande) - Remix,466941793,40659
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",146634880,9286
* Hotel Rock Bottom (feat. Ariana Grande),2589975,2476
* I Don't Do Drugs (feat. Ariana Grande),231946062,56483
* I Don't Know Why (I Just Do),3622442,5248
* It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21446262,1360
